scenario,date,selected,selected_count,cash_weight,selected_names,selected_categories
category_cap1,2023-12-29,"159732,513310,515220",3,0.0,"消费电子ETF华夏,中韩半导体ETF华泰柏瑞,煤炭ETF国泰","消费,半导体/芯片,周期资源"
category_cap1,2024-01-12,"512040,515220,561560",3,0.0,"价值100ETF富国,煤炭ETF国泰,电力ETF华泰柏瑞","红利/低波/质量,周期资源,其他权益主题"
category_cap1,2024-01-26,"515220,515300,515450",3,0.0,"煤炭ETF国泰,300红利低波ETF嘉实,红利低波50ETF南方","周期资源,宽基/规模,红利/低波/质量"
category_cap1,2024-02-08,"515220,515300,515450",3,0.0,"煤炭ETF国泰,300红利低波ETF嘉实,红利低波50ETF南方","周期资源,宽基/规模,红利/低波/质量"
category_cap1,2024-03-01,"515220,515300,515450",3,0.0,"煤炭ETF国泰,300红利低波ETF嘉实,红利低波50ETF南方","周期资源,宽基/规模,红利/低波/质量"
category_cap1,2024-03-15,"159980,515300,515450",3,0.0,"有色ETF大成,300红利低波ETF嘉实,红利低波50ETF南方","周期资源,宽基/规模,红利/低波/质量"
category_cap1,2024-03-29,"515300,515450,561560",3,0.0,"300红利低波ETF嘉实,红利低波50ETF南方,电力ETF华泰柏瑞","宽基/规模,红利/低波/质量,其他权益主题"
category_cap1,2024-04-12,"159980,515450,561560",3,0.0,"有色ETF大成,红利低波50ETF南方,电力ETF华泰柏瑞","周期资源,红利/低波/质量,其他权益主题"
category_cap1,2024-04-26,"159980,515300,515450",3,0.0,"有色ETF大成,300红利低波ETF嘉实,红利低波50ETF南方","周期资源,宽基/规模,红利/低波/质量"
category_cap1,2024-05-10,"159980,512040,515300",3,0.0,"有色ETF大成,价值100ETF富国,300红利低波ETF嘉实","周期资源,红利/低波/质量,宽基/规模"
category_cap1,2024-05-24,"159980,512040,516310",3,0.0,"有色ETF大成,价值100ETF富国,银行ETF易方达","周期资源,红利/低波/质量,金融地产"
category_cap1,2024-06-07,"515300,516310,561560",3,0.0,"300红利低波ETF嘉实,银行ETF易方达,电力ETF华泰柏瑞","宽基/规模,金融地产,其他权益主题"
category_cap1,2024-06-21,"515300,515450,516310",3,0.0,"300红利低波ETF嘉实,红利低波50ETF南方,银行ETF易方达","宽基/规模,红利/低波/质量,金融地产"
category_cap1,2024-07-05,"515300,515450,516310",3,0.0,"300红利低波ETF嘉实,红利低波50ETF南方,银行ETF易方达","宽基/规模,红利/低波/质量,金融地产"
category_cap1,2024-07-19,"515290,515300,515450",3,0.0,"银行ETF天弘,300红利低波ETF嘉实,红利低波50ETF南方","金融地产,宽基/规模,红利/低波/质量"
category_cap1,2024-08-02,"159625,515300,516310",3,0.0,"绿色电力ETF嘉实,300红利低波ETF嘉实,银行ETF易方达","其他权益主题,宽基/规模,金融地产"
category_cap1,2024-08-16,"159625,515300,516310",3,0.0,"绿色电力ETF嘉实,300红利低波ETF嘉实,银行ETF易方达","其他权益主题,宽基/规模,金融地产"
category_cap1,2024-08-30,"159732,159980,510230",3,0.0,"消费电子ETF华夏,有色ETF大成,金融ETF国泰","消费,周期资源,金融地产"
category_cap1,2024-09-13,"159980,510230,517380",3,0.0,"有色ETF大成,金融ETF国泰,创新药ETF天弘","周期资源,金融地产,医药/医疗"
category_cap1,2024-09-27,"510100,510810,512070",3,0.0,"上证50ETF易方达,上海国企ETF汇添富,证券保险ETF易方达","宽基/规模,红利/低波/质量,金融地产"
category_cap1,2024-10-11,"510100,512070,561980",3,0.0,"上证50ETF易方达,证券保险ETF易方达,半导体设备ETF招商","宽基/规模,金融地产,半导体/芯片"
category_cap1,2024-10-25,"159851,512480,516510",3,0.0,"金融科技ETF华宝,半导体ETF国联安,云计算ETF易方达","金融地产,半导体/芯片,AI/机器人/计算机"
category_cap1,2024-11-08,"159851,516510,561980",3,0.0,"金融科技ETF华宝,云计算ETF易方达,半导体设备ETF招商","金融地产,AI/机器人/计算机,半导体/芯片"
category_cap1,2024-11-22,"159851,159852,561980",3,0.0,"金融科技ETF华宝,软件ETF嘉实,半导体设备ETF招商","金融地产,AI/机器人/计算机,半导体/芯片"
category_cap1,2024-12-06,"159851,515230,563300",3,0.0,"金融科技ETF华宝,软件ETF国泰,中证2000ETF华泰柏瑞","金融地产,AI/机器人/计算机,宽基/规模"
category_cap1,2024-12-20,"159851,512480,516510",3,0.0,"金融科技ETF华宝,半导体ETF国联安,云计算ETF易方达","金融地产,半导体/芯片,AI/机器人/计算机"
category_cap1,2025-01-03,"515450,516310,588200",3,0.0,"红利低波50ETF南方,银行ETF易方达,科创芯片ETF嘉实","红利/低波/质量,金融地产,半导体/芯片"
category_cap1,2025-01-17,"159667,516310,588200",3,0.0,"工业母机ETF国泰,银行ETF易方达,科创芯片ETF嘉实","其他权益主题,金融地产,半导体/芯片"
category_cap1,2025-01-27,"516310,588290,588460",3,0.0,"银行ETF易方达,科创芯片ETF华安,科创50增强ETF鹏华","金融地产,半导体/芯片,宽基/规模"
category_cap1,2025-02-14,"159851,159869,513310",3,0.0,"金融科技ETF华宝,游戏ETF华夏,中韩半导体ETF华泰柏瑞","金融地产,AI/机器人/计算机,半导体/芯片"
category_cap1,2025-02-28,"560280,588020,588290",3,0.0,"工程机械ETF广发,科创成长ETF易方达,科创芯片ETF华安","其他权益主题,宽基/规模,半导体/芯片"
category_cap1,2025-03-14,"560280,588000,588290",3,0.0,"工程机械ETF广发,科创50ETF华夏,科创芯片ETF华安","其他权益主题,宽基/规模,半导体/芯片"
category_cap1,2025-03-28,"560280,588020,588200",3,0.0,"工程机械ETF广发,科创成长ETF易方达,科创芯片ETF嘉实","其他权益主题,宽基/规模,半导体/芯片"
category_cap1,2025-04-11,"159865,588020,588290",3,0.0,"养殖ETF国泰,科创成长ETF易方达,科创芯片ETF华安","消费,宽基/规模,半导体/芯片"
category_cap1,2025-04-25,"512800,563020,588890",3,0.0,"银行ETF华宝,红利低波ETF易方达,科创芯片ETF南方","金融地产,红利/低波/质量,半导体/芯片"
category_cap1,2025-05-09,"512800,563020,588020",3,0.0,"银行ETF华宝,红利低波ETF易方达,科创成长ETF易方达","金融地产,红利/低波/质量,宽基/规模"
category_cap1,2025-05-23,"512800,515300,515450",3,0.0,"银行ETF华宝,300红利低波ETF嘉实,红利低波50ETF南方","金融地产,宽基/规模,红利/低波/质量"
category_cap1,2025-06-06,"512800,517380,563020",3,0.0,"银行ETF华宝,创新药ETF天弘,红利低波ETF易方达","金融地产,医药/医疗,红利/低波/质量"
category_cap1,2025-06-20,"512800,517380,563020",3,0.0,"银行ETF华宝,创新药ETF天弘,红利低波ETF易方达","金融地产,医药/医疗,红利/低波/质量"
category_cap1,2025-07-04,"510210,510230,563020",3,0.0,"上证指数ETF富国,金融ETF国泰,红利低波ETF易方达","宽基/规模,金融地产,红利/低波/质量"
category_cap1,2025-07-18,"510210,517160,517380",3,0.0,"上证指数ETF富国,长江保护ETF南方,创新药ETF天弘","宽基/规模,其他权益主题,医药/医疗"
category_cap1,2025-08-01,"515880,517380,561550",3,0.0,"通信ETF国泰,创新药ETF天弘,中证500增强ETF华泰柏瑞","通信/5G,医药/医疗,宽基/规模"
category_cap1,2025-08-15,"159758,515880,561550",3,0.0,"红利质量ETF华夏,通信ETF国泰,中证500增强ETF华泰柏瑞","红利/低波/质量,通信/5G,宽基/规模"
category_cap1,2025-08-29,"159623,515880,515980",3,0.0,"成渝经济圈ETF博时,通信ETF国泰,人工智能ETF华富","其他权益主题,通信/5G,AI/机器人/计算机"
category_cap1,2025-09-12,"159681,515880,561330",3,0.0,"创业板50ETF鹏华,通信ETF国泰,矿业ETF国泰","宽基/规模,通信/5G,其他权益主题"
category_cap1,2025-09-26,"515880,561160,588350",3,0.0,"通信ETF国泰,电池ETF富国,科创创业50ETF鹏扬","通信/5G,新能源/电力设备,宽基/规模"
category_cap1,2025-10-10,"516650,561160,561330",3,0.0,"有色金属ETF华夏,电池ETF富国,矿业ETF国泰","周期资源,新能源/电力设备,其他权益主题"
category_cap1,2025-10-24,"159783,513310,515880",3,0.0,"科创创业50ETF华夏,中韩半导体ETF华泰柏瑞,通信ETF国泰","宽基/规模,半导体/芯片,通信/5G"
category_cap1,2025-11-07,"159326,513310,561160",3,0.0,"电网设备ETF华夏,中韩半导体ETF华泰柏瑞,电池ETF富国","其他权益主题,半导体/芯片,新能源/电力设备"
category_cap1,2025-11-21,"516650,561330,561910",3,0.0,"有色金属ETF华夏,矿业ETF国泰,电池ETF招商","周期资源,其他权益主题,新能源/电力设备"
category_cap1,2025-12-05,"159583,560860,561330",3,0.0,"通信ETF富国,工业有色ETF万家,矿业ETF国泰","通信/5G,周期资源,其他权益主题"
category_cap1,2025-12-19,"159363,159583,560860",3,0.0,"创业板人工智能ETF华宝,通信ETF富国,工业有色ETF万家","AI/机器人/计算机,通信/5G,周期资源"
category_cap1,2025-12-31,"159363,159583,560860",3,0.0,"创业板人工智能ETF华宝,通信ETF富国,工业有色ETF万家","AI/机器人/计算机,通信/5G,周期资源"
category_cap1,2026-01-16,"560860,561330,588800",3,0.0,"工业有色ETF万家,矿业ETF国泰,科创100ETF华夏","周期资源,其他权益主题,宽基/规模"
category_cap1,2026-01-30,"513310,560860,561330",3,0.0,"中韩半导体ETF华泰柏瑞,工业有色ETF万家,矿业ETF国泰","半导体/芯片,周期资源,其他权益主题"
category_cap1,2026-02-13,"513310,516120,561380",3,0.0,"中韩半导体ETF华泰柏瑞,化工ETF富国,电网设备ETF国泰","半导体/芯片,周期资源,其他权益主题"
category_cap1,2026-03-06,"159326,513310,516120",3,0.0,"电网设备ETF华夏,中韩半导体ETF华泰柏瑞,化工ETF富国","其他权益主题,半导体/芯片,周期资源"
category_cap1,2026-03-20,"159326,513310,515050",3,0.0,"电网设备ETF华夏,中韩半导体ETF华泰柏瑞,通信ETF华夏","其他权益主题,半导体/芯片,通信/5G"
category_cap1,2026-04-03,"159326,513310,515880",3,0.0,"电网设备ETF华夏,中韩半导体ETF华泰柏瑞,通信ETF国泰","其他权益主题,半导体/芯片,通信/5G"
category_cap1,2026-04-17,"159381,159967,515880",3,0.0,"创业板人工智能ETF华夏,创业板成长ETF华夏,通信ETF国泰","AI/机器人/计算机,宽基/规模,通信/5G"
category_cap1,2026-04-30,"159381,515880,588400",3,0.0,"创业板人工智能ETF华夏,通信ETF国泰,科创创业ETF嘉实","AI/机器人/计算机,通信/5G,宽基/规模"
category_cap1,2026-05-15,"513310,515880,588400",3,0.0,"中韩半导体ETF华泰柏瑞,通信ETF国泰,科创创业ETF嘉实","半导体/芯片,通信/5G,宽基/规模"
category_cap1,2026-05-29,"513310,515880,588400",3,0.0,"中韩半导体ETF华泰柏瑞,通信ETF国泰,科创创业ETF嘉实","半导体/芯片,通信/5G,宽基/规模"
category_cap1,2026-06-12,"515880,588020,588710",3,0.0,"通信ETF国泰,科创成长ETF易方达,科创半导体设备ETF华泰柏瑞","通信/5G,宽基/规模,半导体/芯片"
category_cap1,2026-06-26,"515050,588020,588710",3,0.0,"通信ETF华夏,科创成长ETF易方达,科创半导体设备ETF华泰柏瑞","通信/5G,宽基/规模,半导体/芯片"
