scenario,date,cash,position_value,total_equity,turnover,cum_return
category_cap1,2025-12-05,2.034106090127862e-07,1015625.7307753325,1015625.7307755359,0.0,0.015625730775535862
category_cap1,2025-12-08,2.468586899340153e-07,1036558.4886451245,1036558.4886453713,1.3074215908496314,0.03655848864537137
category_cap1,2025-12-09,2.4686875968288356e-07,1023366.2215818214,1023366.2215820684,0.0,0.02336622158206847
category_cap1,2025-12-10,2.4687882984251253e-07,1034483.6017479862,1034483.6017482331,0.0,0.03448360174823306
category_cap1,2025-12-11,2.468889004129189e-07,1014291.3659676192,1014291.3659678661,0.0,0.014291365967866065
category_cap1,2025-12-12,2.468989713941195e-07,1027233.4864876322,1027233.4864878791,0.0,0.027233486487879155
category_cap1,2025-12-15,2.4692918680265394e-07,1017701.0940778011,1017701.094078048,0.0,0.017701094078047985
category_cap1,2025-12-16,2.469392594271988e-07,991296.5222548977,991296.5222551447,0.0,-0.008703477744855359
category_cap1,2025-12-17,2.469493324626217e-07,1028588.299133026,1028588.299133273,0.0,0.028588299133272876
category_cap1,2025-12-18,2.469594059089393e-07,1023591.6251798952,1023591.6251801421,0.0,0.023591625180142017
category_cap1,2025-12-19,2.469694797661684e-07,1040103.9486104934,1040103.9486107404,0.0,0.0401039486107404
category_cap1,2025-12-22,1.1175870895385742e-08,1068728.009002029,1068728.0090020401,0.6774297058345615,0.06872800900204012
category_cap1,2025-12-23,1.117632677649461e-08,1064290.7922528074,1064290.7922528186,0.0,0.06429079225281864
category_cap1,2025-12-24,1.1176782676199575e-08,1076469.262859422,1076469.2628594332,0.0,0.07646926285943323
category_cap1,2025-12-25,1.1177238594501398e-08,1077336.411874017,1077336.4118740282,0.0,0.07733641187402807
category_cap1,2025-12-26,1.1177694531400834e-08,1088460.2822590023,1088460.2822590135,0.0,0.08846028225901348
category_cap1,2025-12-29,1.117906245369242e-08,1081570.0267876438,1081570.026787655,0.0,0.0815700267876549
category_cap1,2025-12-30,1.1179518464989902e-08,1094194.5770798246,1094194.5770798358,0.0,0.0941945770798358
category_cap1,2025-12-31,1.1179974494888791e-08,1096323.2752270564,1096323.2752270675,0.0,0.09632327522706752
category_cap1,2026-01-05,3.4915501601062715e-09,1123410.9293103446,1123410.9293103481,0.01593841350044105,0.12341092931034803
category_cap1,2026-01-06,3.491692585853093e-09,1141749.37137341,1141749.3713734136,0.0,0.1417493713734137
category_cap1,2026-01-07,3.491835017409682e-09,1153705.5856610397,1153705.5856610432,0.0,0.1537055856610432
category_cap1,2026-01-08,3.4919774547762746e-09,1143313.2042780307,1143313.2042780342,0.0,0.14331320427803407
category_cap1,2026-01-09,3.4921198979531086e-09,1175901.5915247805,1175901.591524784,0.0,0.1759015915247839
category_cap1,2026-01-12,3.4925472623474282e-09,1235905.6508572898,1235905.6508572933,0.0,0.2359056508572932
category_cap1,2026-01-13,3.492689728767597e-09,1197413.468910929,1197413.4689109325,0.0,0.1974134689109326
category_cap1,2026-01-14,3.4928322009991917e-09,1223747.3155408045,1223747.315540808,0.0,0.22374731554080807
category_cap1,2026-01-15,3.49297467904245e-09,1218126.5073312577,1218126.5073312612,0.0,0.21812650733126127
category_cap1,2026-01-16,3.4931171628976085e-09,1207378.085871912,1207378.0858719156,0.0,0.20737808587191564
category_cap1,2026-01-19,2.8940849006175995e-07,1189350.6929499714,1189350.6929502608,1.3365166174842578,0.18935069295026086
category_cap1,2026-01-20,2.8942029548297503e-07,1182306.137766859,1182306.1377671484,0.0,0.18230613776714844
category_cap1,2026-01-21,2.894321013857515e-07,1210626.9354659799,1210626.9354662693,0.0,0.21062693546626932
category_cap1,2026-01-22,2.8944390777010914e-07,1204962.9359038752,1204962.9359041646,0.0,0.20496293590416448
category_cap1,2026-01-23,2.8945571463606744e-07,1240945.934196023,1240945.9341963124,0.0,0.2409459341963125
category_cap1,2026-01-26,2.894911381237433e-07,1280161.6993397453,1280161.6993400347,0.0,0.28016169934003465
category_cap1,2026-01-27,2.89502946916301e-07,1279870.7553688525,1279870.755369142,0.0,0.27987075536914197
category_cap1,2026-01-28,2.895147561905577e-07,1343741.565721462,1343741.5657217514,0.0,0.3437415657217515
category_cap1,2026-01-29,2.8952656594653296e-07,1348535.3762815404,1348535.37628183,0.0,0.34853537628182996
category_cap1,2026-01-30,2.895383761842465e-07,1252602.1199926254,1252602.119992915,0.0,0.25260211999291515
category_cap1,2026-02-02,1.1868542060256004e-07,1160114.0564263593,1160114.056426478,0.6772704265436222,0.16011405642647802
category_cap1,2026-02-03,1.1869026196496098e-07,1241751.2444272046,1241751.2444273233,0.0,0.24175124442732332
category_cap1,2026-02-04,1.1869510352484861e-07,1241763.1785590104,1241763.1785591291,0.0,0.2417631785591292
category_cap1,2026-02-05,1.1869994528223098e-07,1177468.109790142,1177468.1097902607,0.0,0.17746810979026062
category_cap1,2026-02-06,1.1870478723711614e-07,1178693.2045333914,1178693.2045335101,0.0,0.17869320453351012
category_cap1,2026-02-09,1.1871931428686897e-07,1212491.8482557388,1212491.8482558576,0.0,0.21249184825585754
category_cap1,2026-02-10,1.1872415703184587e-07,1207677.6750289118,1207677.6750290305,0.0,0.20767767502903056
category_cap1,2026-02-11,1.1872899997436585e-07,1223672.6884771856,1223672.6884773043,0.0,0.22367268847730437
category_cap1,2026-02-12,1.1873384311443697e-07,1243287.5486908178,1243287.5486909365,0.0,0.2432875486909365
category_cap1,2026-02-13,1.1873868645206728e-07,1221256.2684442925,1221256.2684444112,0.0,0.22125626844441126
category_cap1,2026-02-24,3.0535738915205e-07,1291669.7993839644,1291669.7993842699,1.298592262567005,0.29166979938426985
category_cap1,2026-02-25,3.053698451535975e-07,1311032.8888149045,1311032.88881521,0.0,0.3110328888152101
category_cap1,2026-02-26,3.0538230166324467e-07,1369083.0374914282,1369083.0374917337,0.0,0.36908303749173377
category_cap1,2026-02-27,3.0539475868101217e-07,1364691.9062797967,1364691.9062801022,0.0,0.3646919062801022
category_cap1,2026-03-02,3.0543213278324407e-07,1364785.0569248963,1364785.0569252018,0.0,0.3647850569252018
category_cap1,2026-03-03,3.054445918337002e-07,1294317.322144033,1294317.3221443384,0.0,0.2943173221443385
category_cap1,2026-03-04,3.0545705139238037e-07,1300257.0462683956,1300257.046268701,0.0,0.3002570462687011
category_cap1,2026-03-05,3.054695114593052e-07,1357737.6067522424,1357737.606752548,0.0,0.35773760675254795
category_cap1,2026-03-06,3.0548197203449554e-07,1370475.8527356915,1370475.852735997,0.0,0.37047585273599704
category_cap1,2026-03-09,3.135646693408489e-07,1353318.9233967694,1353318.923397083,0.6837399092729388,0.35331892339708304
category_cap1,2026-03-10,3.1357746013008576e-07,1370230.2791224152,1370230.2791227289,0.0,0.37023027912272877
category_cap1,2026-03-11,3.1359025144107875e-07,1367852.7089265813,1367852.708926895,0.0,0.36785270892689503
category_cap1,2026-03-12,3.136030432738491e-07,1355873.9131726124,1355873.913172926,0.0,0.35587391317292605
category_cap1,2026-03-13,3.136158356284182e-07,1341472.8985977706,1341472.8985980842,0.0,0.34147289859808416
category_cap1,2026-03-16,3.136542158231306e-07,1328841.1647766705,1328841.1647769841,0.0,0.3288411647769842
category_cap1,2026-03-17,3.136670102651073e-07,1289716.8269333679,1289716.8269336815,0.0,0.2897168269336814
category_cap1,2026-03-18,3.136798052289892e-07,1314167.5529766777,1314167.5529769913,0.0,0.3141675529769914
category_cap1,2026-03-19,3.136926007147975e-07,1274207.6883889055,1274207.688389219,0.0,0.27420768838921905
category_cap1,2026-03-20,3.137053967225535e-07,1253095.5470265746,1253095.5470268882,0.0,0.2530955470268883
